@relation 'final_des3 - Copy-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_clustered'

@attribute Instance_number numeric
@attribute DATE {Weekday,Weekends}
@attribute TIME {Night,Evening,Mid_Night,Early_Morning,Afternoon,Morning,Noon}
@attribute Road_type {Road,highway}
@attribute ENVIRONMENT {'01 - Clear','05 - Drifting Snow','03 - Snow','02 - Rain','04 - Freezing Rain','07 - Fog/mist/smoke/dust','06 - Strong wind','00 - Unknown'}
@attribute LIGHT {'07 - Dark','01 - Daylight','05 - Dusk','03 - Dawn','00 - Unknown'}
@attribute SURFACE_CONDITION {'01 - Dry','06 - Ice','02 - Wet','04 - Slush','03 - Loose snow','05 - Packed snow','00 - Unknown','99 - Other','08 - Loose sand or gravel','07 - Mud','09 - Spilled liquid'}
@attribute TRAFFIC_CONTROL {'10 - No control','02 - Stop sign','01 - Traffic signal','03 - Yield sign','07 - School bus','09 - Traffic controller','11 - Roundabout','08 - Traffic gate',Unknown}
@attribute COLLISION_CLASSIFICATION {Injury,'P.D. only'}
@attribute IMPACT_TYPE {'02 - Angle','01 - Approaching','06 - SMV unattended vehicle','03 - Rear end','07 - SMV other','04 - Sideswipe','05 - Turning movement','99 - Other'}
@attribute Location {Ottawa_west,Ottawa_south,downtown,Ottawa_east,mid_town}
@attribute NO_OF_PEDESTRIANS {0,1,2,4}
@attribute Cluster {cluster0,cluster1}

@data
790,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','00 - Unknown','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster1
791,Weekday,Noon,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
792,Weekday,Noon,Road,'03 - Snow','03 - Dawn','03 - Loose snow','02 - Stop sign','P.D. only','02 - Angle',Ottawa_west,0,cluster0
793,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',mid_town,0,cluster0
794,Weekday,Noon,Road,'01 - Clear','01 - Daylight','05 - Packed snow','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster1
795,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','02 - Angle',Ottawa_east,0,cluster0
796,Weekday,Afternoon,Road,'04 - Freezing Rain','01 - Daylight','06 - Ice','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
797,Weekday,Evening,Road,'04 - Freezing Rain','01 - Daylight','06 - Ice','10 - No control','P.D. only','02 - Angle',Ottawa_south,0,cluster0
798,Weekday,Evening,Road,'04 - Freezing Rain','01 - Daylight','06 - Ice','10 - No control','P.D. only','01 - Approaching',Ottawa_south,0,cluster0
799,Weekday,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','05 - Turning movement',mid_town,0,cluster0
800,Weekday,Noon,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control','P.D. only','05 - Turning movement',downtown,0,cluster1
801,Weekday,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
802,Weekday,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster0
803,Weekday,Noon,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster0
804,Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign',Injury,'07 - SMV other',Ottawa_east,2,cluster0
805,Weekday,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster1
806,Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','05 - Turning movement',mid_town,0,cluster0
807,Weekday,Night,Road,'01 - Clear','01 - Daylight','05 - Packed snow','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster0
808,Weekday,Night,Road,'02 - Rain','01 - Daylight','06 - Ice','10 - No control','P.D. only','99 - Other',Ottawa_south,0,cluster1
809,Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
810,Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control','P.D. only','04 - Sideswipe',mid_town,0,cluster0
811,Weekday,Night,highway,'02 - Rain','01 - Daylight','06 - Ice','10 - No control',Injury,'03 - Rear end',downtown,0,cluster1
812,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
813,Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control','P.D. only','07 - SMV other',mid_town,0,cluster0
814,Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster1
815,Weekday,Night,Road,'04 - Freezing Rain','01 - Daylight','06 - Ice','02 - Stop sign','P.D. only','02 - Angle',mid_town,0,cluster0
816,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',Ottawa_west,0,cluster0
817,Weekday,Noon,Road,'01 - Clear','03 - Dawn','05 - Packed snow','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster0
818,Weekday,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',Ottawa_west,0,cluster1
819,Weekday,Night,Road,'04 - Freezing Rain','05 - Dusk','06 - Ice','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
820,Weekday,Night,Road,'02 - Rain','05 - Dusk','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster1
821,Weekday,Night,Road,'04 - Freezing Rain','05 - Dusk','06 - Ice','10 - No control','P.D. only','05 - Turning movement',downtown,0,cluster1
822,Weekday,Night,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control',Injury,'07 - SMV other',downtown,1,cluster1
823,Weekday,Night,Road,'02 - Rain','07 - Dark','02 - Wet','01 - Traffic signal','P.D. only','05 - Turning movement',Ottawa_west,0,cluster1
824,Weekday,Night,Road,'04 - Freezing Rain','07 - Dark','06 - Ice','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster1
825,Weekday,Night,Road,'02 - Rain','07 - Dark','02 - Wet','02 - Stop sign',Injury,'02 - Angle',Ottawa_south,0,cluster1
826,Weekday,Night,Road,'04 - Freezing Rain','07 - Dark','06 - Ice','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
827,Weekday,Night,Road,'04 - Freezing Rain','07 - Dark','02 - Wet','10 - No control','P.D. only','01 - Approaching',downtown,0,cluster1
828,Weekday,Night,Road,'04 - Freezing Rain','07 - Dark','02 - Wet','01 - Traffic signal',Injury,'05 - Turning movement',downtown,0,cluster1
829,Weekday,Night,Road,'04 - Freezing Rain','07 - Dark','02 - Wet','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster1
830,Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster0
831,Weekday,Mid_Night,Road,'04 - Freezing Rain','07 - Dark','06 - Ice','10 - No control',Injury,'03 - Rear end',downtown,0,cluster1
832,Weekday,Night,Road,'02 - Rain','05 - Dusk','02 - Wet','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster1
833,Weekday,Mid_Night,Road,'04 - Freezing Rain','07 - Dark','06 - Ice','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster1
834,Weekday,Mid_Night,Road,'04 - Freezing Rain','07 - Dark','06 - Ice','10 - No control',Injury,'07 - SMV other',downtown,2,cluster0
835,Weekday,Mid_Night,Road,'02 - Rain','07 - Dark','06 - Ice','03 - Yield sign','P.D. only','02 - Angle',mid_town,0,cluster0
836,Weekday,Mid_Night,Road,'04 - Freezing Rain','07 - Dark','06 - Ice','10 - No control','P.D. only','07 - SMV other',Ottawa_south,0,cluster0
837,Weekends,Early_Morning,Road,'02 - Rain','07 - Dark','06 - Ice','01 - Traffic signal','P.D. only','07 - SMV other',mid_town,0,cluster0
838,Weekends,Morning,Road,'02 - Rain','07 - Dark','02 - Wet','01 - Traffic signal',Injury,'02 - Angle',mid_town,0,cluster0
839,Weekday,Night,Road,'01 - Clear','05 - Dusk','02 - Wet','10 - No control','P.D. only','99 - Other',mid_town,0,cluster0
840,Weekends,Afternoon,highway,'04 - Freezing Rain','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
841,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_south,0,cluster0
842,Weekends,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
843,Weekends,Evening,Road,'01 - Clear','01 - Daylight','06 - Ice','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster0
844,Weekday,Night,Road,'01 - Clear','05 - Dusk','05 - Packed snow','02 - Stop sign',Injury,'99 - Other',Ottawa_east,1,cluster1
845,Weekends,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster0
846,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster0
847,Weekends,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','04 - Sideswipe',Ottawa_east,0,cluster0
848,Weekends,Evening,Road,'03 - Snow','01 - Daylight','02 - Wet','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster0
849,Weekends,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',Injury,'03 - Rear end',downtown,1,cluster1
850,Weekends,Evening,Road,'04 - Freezing Rain','01 - Daylight','06 - Ice','02 - Stop sign','P.D. only','03 - Rear end',mid_town,0,cluster0
851,Weekends,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','04 - Sideswipe',mid_town,0,cluster0
852,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','03 - Yield sign',Injury,'03 - Rear end',downtown,0,cluster1
853,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
854,Weekends,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign','P.D. only','02 - Angle',Ottawa_east,0,cluster0
855,Weekends,Afternoon,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
856,Weekends,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',Injury,'07 - SMV other',downtown,1,cluster1
857,Weekday,Noon,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','03 - Rear end',Ottawa_west,0,cluster1
858,Weekends,Mid_Night,Road,'03 - Snow','00 - Unknown','03 - Loose snow','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster0
859,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'03 - Rear end',mid_town,0,cluster0
860,Weekends,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
861,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','05 - Turning movement',Ottawa_south,0,cluster0
862,Weekends,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
863,Weekends,Noon,Road,'03 - Snow','01 - Daylight','04 - Slush','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
864,Weekends,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
865,Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
866,Weekends,Afternoon,Road,'03 - Snow','01 - Daylight','05 - Packed snow','01 - Traffic signal','P.D. only','02 - Angle',Ottawa_east,0,cluster0
867,Weekends,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','05 - Turning movement',Ottawa_east,0,cluster0
868,Weekends,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
869,Weekends,Evening,Road,'03 - Snow','01 - Daylight','05 - Packed snow','10 - No control','P.D. only','04 - Sideswipe',mid_town,0,cluster0
870,Weekends,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',mid_town,0,cluster0
871,Weekends,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','01 - Traffic signal','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
872,Weekends,Noon,highway,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster1
873,Weekends,Evening,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster0
874,Weekends,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','02 - Stop sign','P.D. only','02 - Angle',mid_town,0,cluster0
875,Weekends,Noon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','02 - Angle',Ottawa_west,0,cluster0
876,Weekends,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
877,Weekends,Evening,Road,'01 - Clear','01 - Daylight','04 - Slush','10 - No control','P.D. only','02 - Angle',downtown,0,cluster0
878,Weekends,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','02 - Angle',Ottawa_west,0,cluster0
879,Weekends,Evening,Road,'03 - Snow','01 - Daylight','06 - Ice','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
880,Weekends,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','01 - Traffic signal',Injury,'02 - Angle',downtown,0,cluster0
881,Weekends,Evening,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','01 - Approaching',downtown,0,cluster0
882,Weekends,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','02 - Stop sign','P.D. only','02 - Angle',Ottawa_east,0,cluster0
883,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','99 - Other',Ottawa_south,0,cluster0
884,Weekends,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','99 - Other',downtown,0,cluster0
885,Weekday,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control','P.D. only','04 - Sideswipe',mid_town,0,cluster0
886,Weekends,Evening,Road,'01 - Clear','01 - Daylight','06 - Ice','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
887,Weekends,Evening,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','02 - Angle',downtown,0,cluster0
888,Weekends,Night,Road,'01 - Clear','01 - Daylight','04 - Slush','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster1
889,Weekends,Night,Road,'01 - Clear','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','05 - Turning movement',Ottawa_east,0,cluster1
890,Weekends,Night,Road,'02 - Rain','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster0
891,Weekends,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_south,0,cluster0
892,Weekends,Night,Road,'01 - Clear','01 - Daylight','04 - Slush','01 - Traffic signal',Injury,'99 - Other',mid_town,0,cluster0
893,Weekends,Night,Road,'02 - Rain','05 - Dusk','02 - Wet','01 - Traffic signal',Injury,'03 - Rear end',mid_town,0,cluster1
894,Weekends,Night,Road,'02 - Rain','05 - Dusk','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_east,0,cluster1
895,Weekends,Night,Road,'03 - Snow','05 - Dusk','04 - Slush','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster1
896,Weekends,Night,Road,'02 - Rain','07 - Dark','02 - Wet','01 - Traffic signal','P.D. only','02 - Angle',mid_town,0,cluster0
897,Weekends,Mid_Night,Road,'04 - Freezing Rain','07 - Dark','06 - Ice','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
898,Weekends,Mid_Night,Road,'04 - Freezing Rain','07 - Dark','05 - Packed snow','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0,cluster0
899,Weekends,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',downtown,0,cluster0
900,Weekends,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
901,Weekends,Mid_Night,Road,'04 - Freezing Rain','07 - Dark','06 - Ice','01 - Traffic signal','P.D. only','02 - Angle',mid_town,0,cluster0
902,Weekends,Mid_Night,Road,'02 - Rain','07 - Dark','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
903,Weekends,Noon,Road,'01 - Clear','01 - Daylight','06 - Ice','01 - Traffic signal','P.D. only','05 - Turning movement',Ottawa_east,0,cluster0
904,Weekends,Mid_Night,Road,'01 - Clear','00 - Unknown','06 - Ice','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster0
905,Weekends,Afternoon,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
906,Weekends,Evening,Road,'03 - Snow','01 - Daylight','05 - Packed snow','02 - Stop sign','P.D. only','02 - Angle',downtown,0,cluster0
907,Weekends,Evening,Road,'02 - Rain','01 - Daylight','05 - Packed snow','02 - Stop sign','P.D. only','02 - Angle',Ottawa_south,0,cluster0
908,Weekends,Evening,Road,'05 - Drifting Snow','01 - Daylight','05 - Packed snow','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster0
909,Weekends,Mid_Night,Road,'00 - Unknown','07 - Dark','99 - Other','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0,cluster0
910,Weekends,Evening,Road,'03 - Snow','01 - Daylight','06 - Ice','01 - Traffic signal','P.D. only','02 - Angle',Ottawa_south,0,cluster0
911,Weekends,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','02 - Stop sign','P.D. only','02 - Angle',mid_town,0,cluster0
912,Weekends,Mid_Night,Road,'02 - Rain','07 - Dark','00 - Unknown','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster1
913,Weekends,Evening,Road,'03 - Snow','01 - Daylight','06 - Ice','10 - No control','P.D. only','03 - Rear end',Ottawa_south,0,cluster0
914,Weekends,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster1
915,Weekends,Evening,Road,'03 - Snow','01 - Daylight','06 - Ice','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0,cluster0
916,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
917,Weekends,Evening,Road,'05 - Drifting Snow','01 - Daylight','06 - Ice','10 - No control','P.D. only','01 - Approaching',Ottawa_south,0,cluster0
918,Weekends,Evening,Road,'05 - Drifting Snow','01 - Daylight','06 - Ice','02 - Stop sign',Injury,'07 - SMV other',Ottawa_east,0,cluster0
919,Weekends,Evening,Road,'05 - Drifting Snow','01 - Daylight','06 - Ice','10 - No control','P.D. only','07 - SMV other',Ottawa_south,0,cluster0
920,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
921,Weekends,Evening,Road,'05 - Drifting Snow','01 - Daylight','06 - Ice','10 - No control',Injury,'03 - Rear end',Ottawa_west,0,cluster0
922,Weekends,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign','P.D. only','04 - Sideswipe',downtown,0,cluster0
923,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control','P.D. only','05 - Turning movement',mid_town,0,cluster0
924,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster0
925,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster1
926,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
927,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','03 - Loose snow','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
928,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',downtown,0,cluster1
929,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
930,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster0
931,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
932,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',Ottawa_south,0,cluster0
933,Weekday,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',Injury,'07 - SMV other',downtown,1,cluster0
934,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',downtown,0,cluster0
935,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','02 - Angle',mid_town,0,cluster0
936,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','02 - Angle',mid_town,0,cluster0
937,Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
938,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
939,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','05 - Turning movement',mid_town,0,cluster0
940,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',Ottawa_south,0,cluster0
941,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster0
942,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
943,Weekday,Evening,Road,'01 - Clear','01 - Daylight','06 - Ice','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0,cluster0
944,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','02 - Angle',downtown,0,cluster1
945,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster1
946,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',mid_town,0,cluster0
947,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'07 - SMV other',mid_town,1,cluster0
948,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',mid_town,0,cluster0
949,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster1
950,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
951,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',Ottawa_west,0,cluster1
952,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',mid_town,0,cluster0
953,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster1
954,Weekday,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',Injury,'05 - Turning movement',downtown,0,cluster1
955,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster0
956,Weekday,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster1
957,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','02 - Angle',mid_town,0,cluster0
958,Weekday,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster1
959,Weekday,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control','P.D. only','05 - Turning movement',Ottawa_west,0,cluster1
960,Weekday,Afternoon,highway,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',downtown,0,cluster1
961,Weekday,Night,Road,'01 - Clear','05 - Dusk','02 - Wet','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_south,0,cluster1
962,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','03 - Rear end',Ottawa_east,0,cluster1
963,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',mid_town,0,cluster0
964,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
965,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster1
966,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster1
967,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',mid_town,0,cluster0
968,Weekday,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','99 - Other',downtown,0,cluster1
969,Weekday,Noon,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',mid_town,0,cluster0
