@relation 'final_des3 - Copy-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_clustered'

@attribute Instance_number numeric
@attribute DATE {Weekday,Weekends}
@attribute TIME {Night,Evening,Mid_Night,Early_Morning,Afternoon,Morning,Noon}
@attribute Road_type {Road,highway}
@attribute ENVIRONMENT {'01 - Clear','05 - Drifting Snow','03 - Snow','02 - Rain','04 - Freezing Rain','07 - Fog/mist/smoke/dust','06 - Strong wind','00 - Unknown'}
@attribute LIGHT {'07 - Dark','01 - Daylight','05 - Dusk','03 - Dawn','00 - Unknown'}
@attribute SURFACE_CONDITION {'01 - Dry','06 - Ice','02 - Wet','04 - Slush','03 - Loose snow','05 - Packed snow','00 - Unknown','99 - Other','08 - Loose sand or gravel','07 - Mud','09 - Spilled liquid'}
@attribute TRAFFIC_CONTROL {'10 - No control','02 - Stop sign','01 - Traffic signal','03 - Yield sign','07 - School bus','09 - Traffic controller','11 - Roundabout','08 - Traffic gate',Unknown}
@attribute COLLISION_CLASSIFICATION {Injury,'P.D. only'}
@attribute IMPACT_TYPE {'02 - Angle','01 - Approaching','06 - SMV unattended vehicle','03 - Rear end','07 - SMV other','04 - Sideswipe','05 - Turning movement','99 - Other'}
@attribute Location {Ottawa_west,Ottawa_south,downtown,Ottawa_east,mid_town}
@attribute NO_OF_PEDESTRIANS {0,1,2,4}
@attribute Cluster {cluster0}

@data
9705,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'99 - Other',Ottawa_south,0,cluster0
9706,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster0
9707,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
9708,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_south,0,cluster0
9709,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9710,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
9711,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',downtown,0,cluster0
9712,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster0
9713,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster0
9714,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'05 - Turning movement',downtown,0,cluster0
9715,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','05 - Turning movement',downtown,0,cluster0
9716,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','03 - Yield sign','P.D. only','03 - Rear end',downtown,0,cluster0
9717,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','04 - Sideswipe',Ottawa_east,0,cluster0
9718,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster0
9719,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'07 - SMV other',Ottawa_east,0,cluster0
9720,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',downtown,0,cluster0
9721,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'05 - Turning movement',downtown,0,cluster0
9722,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','99 - Other',Ottawa_east,0,cluster0
9723,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
9724,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'03 - Rear end',mid_town,0,cluster0
9725,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
9726,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','99 - Other',downtown,0,cluster0
9727,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','02 - Angle',downtown,0,cluster0
9728,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster0
9729,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster0
9730,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',Ottawa_east,0,cluster0
9731,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','07 - SMV other',mid_town,0,cluster0
9732,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','07 - SMV other',mid_town,0,cluster0
9733,Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9734,Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9735,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','99 - Other',Ottawa_south,0,cluster0
9736,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'03 - Rear end',mid_town,0,cluster0
9737,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','05 - Turning movement',mid_town,0,cluster0
9738,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
9739,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','02 - Angle',mid_town,0,cluster0
9740,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster0
9741,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
9742,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','08 - Traffic gate',Injury,'02 - Angle',mid_town,0,cluster0
9743,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',mid_town,0,cluster0
9744,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','07 - SMV other',mid_town,0,cluster0
9745,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',mid_town,0,cluster0
9746,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
9747,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster0
9748,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','02 - Angle',mid_town,0,cluster0
9749,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
9750,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9751,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster0
9752,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster0
9753,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',mid_town,0,cluster0
9754,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',mid_town,0,cluster0
9755,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'05 - Turning movement',mid_town,0,cluster0
9756,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'02 - Angle',downtown,0,cluster0
9757,Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'05 - Turning movement',mid_town,0,cluster0
9758,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'07 - SMV other',Ottawa_east,2,cluster0
9759,Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
9760,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9761,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
9762,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','03 - Yield sign',Injury,'07 - SMV other',Ottawa_south,1,cluster0
9763,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'07 - SMV other',mid_town,1,cluster0
9764,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0,cluster0
9765,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
9766,Weekday,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
9767,Weekday,Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_south,0,cluster0
9768,Weekday,Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',Ottawa_east,0,cluster0
9769,Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9770,Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',Ottawa_east,0,cluster0
9771,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
9772,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',Ottawa_west,0,cluster0
9773,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',Injury,'02 - Angle',downtown,0,cluster0
9774,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster0
9775,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',Injury,'07 - SMV other',Ottawa_east,1,cluster0
9776,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
9777,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','02 - Angle',Ottawa_west,0,cluster0
9778,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','07 - SMV other',mid_town,1,cluster0
9779,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'05 - Turning movement',Ottawa_west,0,cluster0
9780,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
9781,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','02 - Angle',downtown,0,cluster0
9782,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9783,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster0
9784,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
9785,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',Ottawa_south,0,cluster0
9786,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','02 - Angle',Ottawa_east,0,cluster0
9787,Weekday,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster0
9788,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster0
9789,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','02 - Angle',downtown,0,cluster0
9790,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
9791,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','05 - Turning movement',Ottawa_east,0,cluster0
9792,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster0
9793,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster0
9794,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
9795,Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'05 - Turning movement',Ottawa_west,0,cluster0
9796,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',downtown,0,cluster0
9797,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','02 - Angle',downtown,0,cluster0
9798,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster0
9799,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9800,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',Ottawa_south,0,cluster0
9801,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',Injury,'05 - Turning movement',downtown,0,cluster0
9802,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster0
9803,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'03 - Rear end',downtown,0,cluster0
9804,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','02 - Angle',mid_town,0,cluster0
9805,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',Ottawa_south,0,cluster0
9806,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster0
9807,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',downtown,0,cluster0
9808,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
9809,Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_south,0,cluster0
9810,Weekday,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','02 - Stop sign','P.D. only','99 - Other',Ottawa_south,0,cluster0
9811,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
9812,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','99 - Other',mid_town,0,cluster0
9813,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',Ottawa_south,0,cluster0
9814,Weekends,Morning,Road,'07 - Fog/mist/smoke/dust','07 - Dark','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
9815,Weekends,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
9816,Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','07 - SMV other',mid_town,0,cluster0
9817,Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster0
9818,Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster0
9819,Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',downtown,0,cluster0
9820,Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','05 - Turning movement',downtown,0,cluster0
9821,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',Ottawa_west,0,cluster0
9822,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'05 - Turning movement',downtown,0,cluster0
9823,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',downtown,0,cluster0
9824,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'05 - Turning movement',Ottawa_east,0,cluster0
9825,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_west,0,cluster0
9826,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'02 - Angle',mid_town,0,cluster0
9827,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'02 - Angle',Ottawa_east,0,cluster0
9828,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',mid_town,0,cluster0
9829,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',mid_town,0,cluster0
9830,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9831,Weekday,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control','P.D. only','02 - Angle',mid_town,0,cluster0
9832,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','05 - Turning movement',Ottawa_south,0,cluster0
9833,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','05 - Turning movement',mid_town,0,cluster0
9834,Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
9835,Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',mid_town,0,cluster0
9836,Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
9837,Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',mid_town,0,cluster0
9838,Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
9839,Weekends,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',downtown,0,cluster0
9840,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',Injury,'05 - Turning movement',downtown,0,cluster0
9841,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster0
9842,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',Ottawa_south,0,cluster0
9843,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','02 - Stop sign',Injury,'03 - Rear end',downtown,0,cluster0
9844,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster0
9845,Weekends,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','03 - Yield sign','P.D. only','06 - SMV unattended vehicle',Ottawa_south,0,cluster0
9846,Weekends,Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','07 - SMV other',downtown,0,cluster0
9847,Weekends,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',downtown,0,cluster0
9848,Weekends,Noon,Road,'07 - Fog/mist/smoke/dust','07 - Dark','02 - Wet','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
9849,Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9850,Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','03 - Rear end',mid_town,0,cluster0
9851,Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign','P.D. only','07 - SMV other',Ottawa_south,1,cluster0
9852,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',Ottawa_south,0,cluster0
9853,Weekday,Mid_Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',mid_town,0,cluster0
9854,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',mid_town,0,cluster0
9855,Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'07 - SMV other',downtown,0,cluster0
9856,Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9857,Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'07 - SMV other',Ottawa_south,0,cluster0
9858,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster0
9859,Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster0
9860,Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',Injury,'03 - Rear end',mid_town,0,cluster0
9861,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',downtown,0,cluster0
9862,Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','05 - Turning movement',mid_town,0,cluster0
9863,Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',Injury,'02 - Angle',downtown,0,cluster0
9864,Weekday,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','99 - Other',downtown,0,cluster0
9865,Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','01 - Traffic signal','P.D. only','07 - SMV other',mid_town,0,cluster0
9866,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',Ottawa_east,0,cluster0
9867,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',mid_town,0,cluster0
9868,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_west,0,cluster0
9869,Weekday,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','07 - SMV other',Ottawa_east,0,cluster0
9870,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',Injury,'05 - Turning movement',Ottawa_west,0,cluster0
9871,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','02 - Angle',downtown,0,cluster0
9872,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','03 - Rear end',Ottawa_south,0,cluster0
9873,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',Ottawa_south,0,cluster0
9874,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','02 - Angle',mid_town,0,cluster0
9875,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',Ottawa_east,0,cluster0
9876,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster0
9877,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','02 - Angle',mid_town,0,cluster0
9878,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','04 - Sideswipe',downtown,0,cluster0
9879,Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',Ottawa_east,0,cluster0
9880,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','05 - Turning movement',downtown,0,cluster0
9881,Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal','P.D. only','04 - Sideswipe',mid_town,0,cluster0
9882,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','05 - Turning movement',Ottawa_west,0,cluster0
9883,Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control','P.D. only','03 - Rear end',Ottawa_south,0,cluster0
9884,Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control','P.D. only','06 - SMV unattended vehicle',Ottawa_south,0,cluster0
